heartbeat,temperature,spo2,heat_illness_risk
90,36.4,99.6,0
94,36.2,97.9,0
87,36.2,98.9,0
79,36.7,95.9,7.9
90,36.3,99.7,0
59,36.7,91.9,9.9
85,36.7,95.3,10.9
84,36.6,99.4,0.4
85,35.9,99.2,0
86,37,99.5,8.8
97,38.5,98.3,44.5
83,36.6,96.6,5.7
92,36.2,99.8,0
93,36.2,95.2,3.5
94,36,96.5,0
81,36.3,95.5,1.3
90,36.6,95.9,9.2
80,36.9,96.1,11.8
73,36,95.7,0
75,36.9,98,6.5
77,36.6,98.4,0.3
90,38.9,98.8,49.4
94,36.9,99.2,9.8
94,36.8,95.5,15.2
94,36.8,97,12.2
94,36.6,98.1,6
60,36.5,98.4,0
51,36.1,95.6,0
69,36.6,92.7,9.3
65,36,97.8,0
86,35.9,99.1,0
97,36.6,86.8,29.5
96,36.7,99.8,5.2
85,36.4,99.9,0
86,36.6,99,1.8
90,36.6,97.7,5.6
93,36.9,95.3,17.3
88,36.7,99,4.4
85,37.1,97.4,14.7
92,36.7,97.5,8.6
88,37,92.5,23.4
85,35.9,98,0
86,36.2,96.1,0
78,36,98.7,0
78,36.4,97.5,0
83,36.7,96.8,7.3
79,36.4,98,0
86,36.3,91.4,11
86,37,98.2,11.4
79,36,99.9,0
90,36.8,99,7
79,36.4,98.2,0
90,36.5,98.2,2.6
80,36.3,95.6,0.8
83,36.3,95.1,2.7
91,36.9,98.9,9.5
111,36.9,99.9,13.5
89,36.6,96,8.7
93,36.5,97.8,4.3
86,37.1,98.3,13.2
86,36.4,97.4,1
101,36.8,98.9,10.5
95,36.6,99.4,3.7
82,36.6,98.6,1.4
91,36.9,99.8,7.7
94,36.8,95.9,14.4
72,36.3,98.4,0
88,36.8,95.5,13.4
79,36.4,99.3,0
90,36.4,99.2,0
93,36.6,99.3,3.3
80,36.3,97.6,0
79,36.7,98.3,3.1
90,36.6,96,9
93,36.1,96.6,0
83,36.7,98.3,4.3
81,34.1,98.1,0
79,37.2,99,11.7
84,37,99.4,8.4
91,36.5,99.6,0.1
87,36.7,96.9,8.3
86,36.7,98.4,5
97,36.5,97.9,5.3
96,36.8,99.5,7.8
85,36.5,97.3,2.9
81,36.5,98.8,0
81,36.4,98.3,0
79,37,99.6,6.5
79,36.5,96.9,1.9
73,36.5,95.3,3.3
77,36.5,96.8,1.5
78,38.6,97.1,43.2
79,36.6,97.9,1.9
84,36.3,99,0
80,36,95.7,0
80,36.3,95,2
91,36.7,99.9,3.5
94,35.9,99.1,0
84,36.4,98.8,0
80,36.3,96.2,0
85,36,95.1,0
86,36.6,99.1,1.6
79,37.2,95.2,19.3
78,36.6,98.2,1
76,36.5,95.2,4.4
75,38.8,95.2,50.1
89,37.1,97.5,15.7
81,34.7,98.6,0
81,37,98.6,9.1
85,36.3,97,0
82,36.6,95.4,7.8
92,36.9,97.1,13.4
82,36.9,96.9,10.8
81,36.7,98.8,2.7
79,36.8,97,7.7
79,36.6,98.6,0.5
81,36.3,96,0.3
84,35.9,95.9,0
80,36.2,96,0
84,35.9,96,0
92,36.8,96.6,12.4
99,36.6,97.3,9.1
89,36.4,95.4,5.9
87,36.2,96.5,0
110,36.5,96.9,11.2
89,36.4,97.5,1.7
76,36.8,98.8,3.2
89,36.3,96.9,0.9
93,36.3,99.3,0
94,36.1,99.9,0
94,36.4,95.6,7
82,37.4,85.8,43
74,36.4,99.7,0
81,36.6,97,4.3
77,37.1,99.1,8.9
76,36.3,96,0
100,36.5,95.7,10.6
86,36.1,96.7,0
85,36.9,96.4,12.7
82,36.2,95.6,0
81,35.8,98.2,0
62,36.6,99.9,0
80,37,99,8
90,36.9,96.8,13.4
93,36.2,96.5,0.9
84,36.3,97.4,0
85,36.7,98.5,4.5
92,36.8,95.8,14
83,36.7,96.7,7.5
81,37,99.7,6.9
91,37,98.4,12.5
93,36.6,99.2,3.5
84,36.5,99.1,0
91,36.8,97.8,9.7
84,36.8,98.8,5.6
85,37.1,99.4,10.7
81,36.3,98.7,0
81,36.7,98.2,3.9
77,36.6,96,5.1
76,36.5,97,0.8
72,36.9,97,7.6
89,36.2,95.4,1.9
87,36.7,99.5,3.1
79,36.3,98.3,0
90,37,99.4,10.2
79,37,95.7,14.3
77,36.4,99.6,0
78,38.4,96.8,39.8
90,36.8,95.8,13.4
86,36.4,97.6,0.6
86,36.2,98.8,0
79,36.8,92.3,17.1
79,36.5,99.1,0
79,36.5,98.7,0
78,36.7,97.9,3.6
79,36.3,97.4,0
78,36.9,98.1,7.2
80,36.7,95.8,8.4
68,36.4,98.3,0
74,36.3,99.9,0
79,36.4,98.1,0
68,36.4,93.7,3
74,36,99.4,0
77,36.3,97.3,0
80,36.2,99.2,0
73,36.5,99.9,0
72,36.7,96.8,4
79,36.7,95.9,7.9
79,36.1,97.1,0
73,36.1,95.4,0
76,36.8,98.5,3.8
76,36.5,97.1,0.6
72,36.5,98.1,0
54,36.6,99.2,0
77,36.6,92.6,11.9
90,36.6,95.2,10.6
86,36.2,99.5,0
81,36.6,98.4,1.5
74,36.9,95.4,11.4
72,36.5,96.4,0.8
82,36.8,90.5,21.6
79,36.2,95.7,0
73,36.4,96.2,0
66,36.2,99.5,0
77,36.7,96.7,5.7
80,36.4,95.3,3.4
90,36.7,92.2,18.6
79,36.6,95.6,6.5
76,36.6,95.8,5.2
77,37,99.8,5.5
90,36.4,98.8,0
83,36.3,98,0
77,36.2,97.7,0
90,36,99.5,0
81,36.6,98.1,2.1
85,36.7,92.6,16.3
79,36.5,95.3,5.1
76,36.6,95.5,5.8
77,36.4,96.5,0.1
90,36.8,95.2,14.6
80,36.1,96.4,0
73,36.6,98.8,0
78,36.4,95.5,2.4
90,36.5,97.6,3.8
76,36.9,99,4.8
77,36.8,91.7,17.7
70,36.9,99.3,2.4
88,36.4,90.1,16.2
83,36.7,98.5,3.9
79,36.6,97.4,2.9
78,36.6,95.1,7.2
79,36.1,98,0
80,36.8,95.9,10.2
90,36.3,98.1,0
87,36.8,97.3,9.5
75,36.3,96,0
90,36.7,94.3,14.4
79,36.6,98.8,0.1
84,36.5,96.8,3.6
82,36.3,97.8,0
81,36.3,98.2,0
91,36.2,96.1,1.1
94,36.1,95.9,0.4
84,36.5,97.4,2.4
91,36.6,99.3,2.7
83,36.4,96.5,1.9
85,36.1,95.1,0
74,36.2,99,0
72,36.8,98,3.6
82,36.8,98.5,5.6
74,36.3,96.2,0
85,36.5,96.2,5.1
78,36.6,92.9,11.6
72,36.4,98.1,0
88,36.3,97.9,0
80,36.6,96.8,4.4
79,35.7,95.1,0
77,36.5,95.8,3.5
61,38.7,99.9,34.5
57,36.2,96.1,0
75,37.1,96.7,13.1
75,36.7,95,8.5
77,36.8,98.6,3.9
76,35.8,97.6,0
55,36.1,96.5,0
74,36.7,97.6,3
78,37,95.2,15
79,36.5,95.9,3.9
78,36.8,98.5,4.4
78,36,96.1,0
77,36.8,96.4,8.3
56,36.6,97.8,0
71,36.5,95.8,1.7
82,36.4,98.6,0
78,36.7,96.3,6.8
81,36.6,98.3,1.7
82,36.6,99.7,0
78,36.9,98.5,6.4
78,37.2,98.8,11.8
72,36.4,99.7,0
75,36.8,98,4.5
78,36.5,98.4,0
56,35.8,95.4,0
84,36,99.7,0
80,36.7,98.6,2.8
79,36.4,95.9,1.9
90,36.4,99.6,0
93,36.5,98.2,3.5
94,36.4,98.9,0.4
88,36.5,98.5,1.4
70,36.3,99.2,0
70,36.3,97.5,0
74,36,96.5,0
83,36.8,97.2,8.5
74,36.1,96,0
60,36.6,95.8,0.4
68,36.6,96.3,1.8
74,36.4,97.9,0
75,36.4,99.1,0
83,36.9,97.9,9.1
74,35.8,99.3,0
77,36.5,95.7,3.7
95,36.6,96,10.5
89,36.3,93.8,7.1
79,36.4,96.4,0.9
81,36.5,95.2,5.9
85,36.3,96.7,0.1
92,37,96.2,17.2
84,36.1,99.4,0
82,36.9,96.4,11.8
86,36.5,98.8,0.2
58,36.5,99.5,0
85,36.1,99.6,0
82,36.9,95,14.6
85,36.7,96.3,8.9
82,34.3,96.1,0
81,36.3,97.9,0
81,36.8,97.4,7.5
84,36.7,96.7,7.8
91,34.9,95.7,0
94,36.6,98.6,5
94,36.7,97.1,10
85,35.9,99.5,0
82,36.5,95.1,6.4
81,36.3,96.9,0
81,36.5,98.3,0
81,36.7,98.5,3.3
91,35.9,97.5,0
74,36.4,97.9,0
66,36.8,100,0
75,36.3,96.9,0
76,35.9,98.3,0
75,36.8,99.5,1.5
77,36.7,97.7,3.7
84,35.9,95.7,0
80,38.9,94.4,55.2
77,36.7,95,9.1
90,36.9,95.8,15.4
80,36.4,98.2,0
79,36.8,100,1.7
56,36.7,99.9,0
70,36.4,96.1,0
82,36.6,96.3,6
91,36.6,97.9,5.5
71,36.3,93.2,2.9
81,36.3,95.5,1.3
91,36.7,96.8,9.7
93,36.7,96.2,11.5
77,36.3,96.7,0
73,36.4,98,0
89,36.9,97.6,11.5
85,36.8,96.5,10.5
86,36.2,92.9,6
86,36.4,96.8,2.2
92,38.1,95.2,41.2
102,37,90.6,31.4
114,36.5,96.4,13.4
90,36.3,97.8,0
93,36.3,96.2,3.5
84,36.2,99.5,0
82,36.3,95.7,1.2
81,36.8,99.2,3.9
86,36.6,96.9,6
93,36.6,98.7,4.5
84,36.3,96.7,0
94,36.6,97.8,6.6
78,36.1,97.9,0
56,36.5,99.9,0
71,36.6,95.7,3.9
78,36.6,95.1,7.2
80,36.5,96.6,2.8
81,36.3,96.5,0
81,36.2,98.1,0
85,36.1,95.4,0
82,36.1,97,0
91,36.8,97.9,9.5
84,37.1,96.1,17
85,36.7,96.2,9.1
92,36.3,96.9,1.8
93,36.3,95,5.9
94,36.3,99.6,0
80,36.5,98.6,0
81,36.3,95.4,1.5
81,36.4,95.5,3.3
91,36.5,95.1,9.1
99,36.1,95.4,2.9
81,36.9,99.5,5.3
81,36.9,98.1,8.1
77,36.6,99,0
85,36.8,95.7,12.1
82,36.5,97,2.6
91,36.1,98.1,0
87,36.5,96.1,5.9
92,37.2,97.5,18.6
94,36.5,97.6,5
93,36.4,97.4,3.1
84,36.4,95.2,4.8
91,37,96.6,16.1
76,36.2,95.4,0
80,36.4,98,0
90,37,96.6,15.8
93,36.1,93.9,4.1
91,36.1,85.2,20.9
84,35.9,98.7,0
91,36.2,97.6,0
76,36.1,99.9,0
80,36.4,95.1,3.8
91,36.7,97.7,7.9
81,36.4,98.4,0
91,36,98.8,0
84,36.8,98,7.2
78,36.5,96.2,3
76,36.6,95.2,6.4
86,36.6,95.6,8.6
82,36.4,96.7,1.2
92,36.6,95.1,11.4
93,36.1,96.3,0
95,36.9,95.2,18.1
94,36.5,99.9,0.4
84,36.5,95.5,6.2
82,36.4,98,0
84,36.1,99.7,0
91,36.5,95.7,7.9
98,36,99.7,0
85,36.2,96.3,0
82,36.1,97.4,0
81,36.6,97.2,3.9
81,36.5,97.7,0.9
91,36.7,98.1,7.1
84,36.8,95.1,13
91,35.8,99,0
93,36.3,96.1,3.7
95,36.2,98.1,0
100,36.8,95.7,16.6
107,36.8,97.5,15.1
98,36.3,98,1.4
81,36.7,96.9,6.5
85,36.5,97.2,3.1
92,36,99.4,0
84,36.5,99.9,0
82,36.2,99.7,0
79,36.6,97.6,2.5
92,36.9,95.8,16
82,36.8,98.8,5
78,36.7,99.9,0
90,36.1,99.9,0
93,36.6,94.7,12.5
80,36.9,97.8,8.4
91,36.1,91,9.3
86,36.5,85,27.8
80,36.9,96.3,11.4
80,36.2,99.8,0
101,36.7,96,14.3
86,36.6,99,1.8
100,36.4,98,4
101,36.3,98.4,1.5
96,36.7,98.5,7.8
66,36.8,95.4,7
87,36.7,90.5,21.1
92,37.1,99.2,13.2
87,36,99.1,0
83,36.6,95.5,7.9
92,36.3,98.8,0
93,37.1,99.4,13.1
87,36.5,95.2,7.7
92,36.4,97.4,2.8
83,35.9,92.1,0.7
62,36.5,100,0
64,36.7,96.1,3
80,36.3,97,0
81,36.1,99.3,0
91,36.4,97.4,2.5
84,37.1,98.1,13
93,36.5,99.5,0.9
95,36.7,98.9,6.7
104,36.4,92.5,16.2
91,36.8,96.9,11.5
86,36.8,95.4,13
75,36.6,95.8,4.9
79,36.7,96.3,7.1
99,36.5,95.7,10.3
78,36.7,97.6,4.2
80,36.8,96.8,8.4
90,35.9,97,0
83,36.5,96,4.9
78,36.5,97,1.4
84,36.9,97.1,11
83,36.5,95.4,6.1
91,36.5,96.5,6.3
93,36,95.4,0
84,36.3,91.8,9.6
80,36.6,97.9,2.2
76,36.5,98.4,0
80,36.1,98.3,0
90,36.6,99.1,2.8
87,36.3,98.6,0
83,36.1,96,0
79,36.2,99.5,0
89,36.8,98,8.7
82,36.6,97.7,3.2
80,36.6,97.7,2.6
85,36.6,98.6,2.3
82,36.3,97.6,0
74,36.6,96.1,4
67,36.7,98.9,0
77,36,97.2,0
80,37.3,96.2,19.6
90,36.7,99.9,3.2
86,36.7,96.1,9.6
80,36.3,97.2,0
81,36.4,98.1,0
81,37.1,96.2,15.9
85,36.7,95.8,9.9
92,36.4,96.5,4.6
84,35.9,96.1,0
92,36.5,95.6,8.4
60,36.4,95.6,0
72,36.6,96.6,2.4
88,36.9,98,10.4
83,36.1,97.2,0
91,36.1,96.8,0
84,36.4,95.4,4.4
82,36.3,99.3,0
81,36.8,94.4,13.5
91,36.3,96.2,2.9
83,36.7,96.2,8.5
91,36.8,99.1,7.1
84,37,98,11.2
77,36.1,98.4,0
90,36.9,95.1,16.8
93,36.7,97.4,9.1
84,36.5,99.8,0
100,36.8,96.1,15.8
86,36.2,98,0
81,36.9,96.4,11.5
74,36.3,95.8,0
79,38.4,96.5,40.7
80,37,95.6,14.8
81,36.7,97.6,5.1
81,36.5,99.8,0
91,38.8,95.6,54.1
84,36.2,97.5,0
79,36.6,97.5,2.7
84,36.4,96.7,1.8
85,36.4,97.9,0
91,36.3,98.4,0
87,36.5,97,4.1
92,36.3,97.4,0.8
82,36.8,91.7,19.2
76,36.8,95.1,10.6
83,36.7,96.5,7.9
77,36,95.2,0
76,36.3,98.3,0
80,36.7,95.1,9.8
81,36.6,95.3,7.7
81,36.4,98.5,0
81,36.9,97.2,9.9
77,35.8,98,0
90,36.3,97.1,0.8
93,37,95.6,18.7
80,36.5,98.9,0
78,36.4,91.6,10.2
77,37,97.7,9.7
77,36.2,95,0
84,36.7,96.5,8.2
85,36.5,96.5,4.5
86,36.8,98.8,6.2
81,36.4,95.2,3.9
81,36.9,97.3,9.7
79,36.3,99.1,0
75,36,95.3,0
89,36.4,91.9,12.9
87,36.1,98.7,0
86,36.7,98.8,4.2
85,36.7,96.8,7.9
86,36.9,96.6,12.6
75,36.2,95.4,0
89,36.9,95.3,16.1
93,36.7,98.2,7.5
94,36.6,95.9,10.4
84,36.6,100,0
91,36.3,96,3.3
89,36.8,96.1,12.5
87,36.5,95,8.1
92,36.8,96.4,12.8
102,36.5,97,8.6
96,36,95.4,0
85,36.4,97,1.5
100,36.3,95.9,6.2
89,36.2,97.1,0
79,36.4,95.7,2.3
90,36.5,96.9,5.2
83,36.1,98.3,0
91,36.8,96,13.3
94,36.4,97.5,3.2
95,36.7,96.1,12.3
94,36.4,99.1,0
84,36.5,95.2,6.8
84,36.8,95.9,11.4
102,36.3,98.1,2.4
87,36.1,96.4,0
82,36.1,99.2,0
81,36.6,95.9,6.5
99,36.5,98.1,5.5
90,36.1,97.8,0
93,36.4,98.3,1.3
103,36.1,98.3,0
87,36.8,97,10.1
92,34.1,99.3,0
102,36.8,92.2,24.2
96,36.4,95.1,8.6
61,36.7,98.9,0
73,36,97.1,0
77,36.3,97.5,0
78,36.3,97.7,0
78,36.6,93.4,10.6
99,36.2,96.2,3.3
95,36,93,4.5
85,37,96.3,14.9
92,36.4,99.1,0
93,36.7,97.5,8.9
84,35.9,94.3,0
88,36.6,95.7,9
81,36,95,0
62,36.4,98.5,0
79,36.1,98.1,0
72,36.8,95.1,9.4
79,36.1,95.6,0
90,36.4,98.2,0.6
83,36.5,96.3,4.3
69,36.3,96.5,0
71,36.5,99.4,0
81,36.4,96.3,1.7
91,36.3,98.7,0
84,37,98.9,9.4
69,36.7,92.5,11.7
76,36.4,96,0.8
75,36.8,97.5,5.5
83,36.3,95.3,2.3
91,36.7,96.1,11.1
65,36.6,95.6,2.3
79,36.3,99.5,0
80,37.2,96.3,17.4
82,35.7,98.7,0
92,34.5,99.5,0
87,36.3,95.9,2.3
84,36.6,97.3,4.6
91,36.3,95.2,4.9
93,36.8,96.2,13.5
92,36.3,95.3,5
96,35.6,98.9,0
89,36.4,96.1,4.5
79,37.1,98.9,9.9
73,36,96.1,0
77,36.7,99.9,0
62,36.5,90.6,9.4
57,36.4,96.3,0
70,36.5,96.4,0.2
88,36.4,98.7,0
92,36.5,95.8,8
59,36.8,95.6,4.5
71,35.9,99.3,0
71,36.2,99.6,0
88,36.8,99.8,4.8
59,36.7,95.2,3.3
83,37,98.5,9.9
85,36.7,96.6,8.3
92,37,99.7,10.2
88,37,96.1,16.2
86,36.1,91.3,7.2
77,36.6,98.9,0
83,36,98,0
83,36.3,95.1,2.7
77,36.6,96.3,4.5
80,36.5,99.8,0
90,37,98.5,12
79,36,96.4,0
79,36.5,96.2,3.3
91,36.6,96.9,7.5
76,35.9,97,0
55,37.1,95.2,10.1
74,36.6,97,2.2
95,36.6,99.3,3.9
94,36.6,93.7,14.8
84,36,95.5,0
88,36.3,95.3,3.8
79,37.2,99.6,10.5
79,36.2,99.6,0
89,36.3,99.4,0
93,36.4,99.8,0
94,36.6,97.7,6.8
92,36.7,99.5,4.6
84,36,90.4,6.4
85,36.4,100,0
82,35.9,93.1,0
81,37.1,95.8,16.7
70,36.6,95.5,4
88,36.7,98.3,5.8
82,36.3,95.9,0.8
94,37.1,96.7,18.8
88,36.7,95.5,11.4
81,37.3,97.1,18.1
81,36.2,98.5,0
57,36.7,98.6,0
70,36.8,97.5,4
82,36.7,98.8,3
91,36,96.1,0
84,36.8,99.4,4.4
92,36.4,99.2,0
60,36.4,99,0
75,36.4,92.8,6.9
88,36.5,99.6,0
92,36.1,96.9,0
84,36.7,94.3,12.6
80,36.4,98.7,0
92,36.7,99.8,4
93,36.8,99.5,6.9
94,36.3,96.8,2.6
88,36.3,98.3,0
76,36.7,99.1,0.6
80,36.4,95.1,3.8
81,36.9,96.6,11.1
91,36.5,99.2,0.9
93,36.9,99.3,9.3
88,34.6,96.3,0
86,36.5,95.8,6.2
87,36.3,99.8,0
80,37.1,96.2,15.6
90,36.6,98.8,3.4
83,36.3,100,0
80,36.5,96.1,3.8
57,36.6,95.9,0
75,36.8,97.1,6.3
82,36.3,99.3,0
91,36.6,97.2,6.9
80,36.4,98.1,0
90,36.8,99.6,5.8
80,36.9,99.1,5.8
84,36,96.9,0
80,36.4,97.3,0
84,36.8,97,9.2
91,36.1,97,0
87,36.7,98,6.1
81,36.5,96.5,3.3
86,36.6,96.2,7.4
85,36.1,96.9,0
78,36.2,97.8,0
56,36.8,98,0
69,36.4,95.2,0.3
54,36.4,96.6,0
78,36.7,97.5,4.4
76,36.8,96.2,8.4
67,36.4,97.1,0
70,36.8,99,1
76,36.6,95.6,5.6
79,36.3,97.8,0
56,36.6,97.9,0
84,36,99.6,0
74,36.3,96.1,0
78,36.2,97.5,0
84,36.9,95.2,14.8
80,36.7,98.3,3.4
77,36.6,91.9,13.3
78,36.3,99.9,0
74,36.7,98.4,1.4
72,36.3,99.4,0
82,36.3,99.3,0
85,36.4,96.5,2.5
78,36.6,94.9,7.6
89,36.7,90.9,20.9
76,36.5,96.8,1.2
75,36,95.3,0
84,36.2,99.8,0
82,36.9,98.5,7.6
81,36.5,97.6,1.1
91,36.6,98.6,4.1
82,36.2,95.9,0
91,36.4,99.4,0
84,35.9,86.5,12.2
81,36.9,96.4,11.5
91,36.8,99.5,6.3
76,36.5,98.3,0
61,36.2,97.6,0
75,36,98.8,0
55,36.6,97.7,0
50,37,95.8,5.4
60,36.9,98.6,0.8
63,36.5,99.6,0
62,36.6,99.9,0
76,36.2,96.4,0
61,35.9,95.7,0
79,36.5,96.1,3.5
73,36.9,95.1,11.7
75,36.4,98,0
67,36.3,97.9,0
73,36.9,97.9,6.1
55,36.1,99.4,0
69,36.2,99.8,0
87,36.9,96,14.1
93,36.8,97,11.9
94,36.5,98,4.2
81,36.8,96.8,8.7
67,37,95.8,10.5
65,36.4,97.6,0
86,36.3,95.9,2
63,36.2,95.5,0
72,36.7,99.7,0
54,35.9,97.4,0
83,34.5,98.9,0
79,36.4,95.5,2.7
56,36.5,97.4,0
71,36.5,95.7,1.9
75,36.3,96.4,0
89,36.7,98.4,5.9
93,37,97.3,15.3
91,36.4,99.2,0
75,36.4,97.5,0
67,35.9,97.3,0
81,36.5,95.9,4.5
62,34.6,99.8,0
63,36.9,95.7,7.5
82,36.3,95.4,1.8
81,36.6,96,6.3
69,37,95.6,11.5
87,36.7,99.4,3.3
80,36.5,95.8,4.4
79,36.5,96.1,3.5
84,36.5,99.9,0
85,36.1,95.1,0
82,36.7,97.9,4.8
91,36.6,97.3,6.7
87,36.3,95.7,2.7
78,36.7,95.5,8.4
76,36.4,99.6,0
80,35.9,98.4,0
73,36.3,96.9,0
87,36.8,98.8,6.5
92,36.9,96.4,14.8
94,36.5,100,0.2
83,36.7,99.6,1.7
91,36.9,97,13.3
86,36.8,97.6,8.6
82,36.2,98.9,0
90,36.7,92.3,18.4
83,36.5,98,0.9
85,36.1,96.4,0
82,36.7,95.4,9.8
81,36.2,98.9,0
77,36.7,100,0
72,36.3,95.8,0
86,36.7,96,9.8
92,36.4,95.2,7.2
77,36.5,98.2,0
78,36.6,99,0
100,36.2,97.3,1.4
88,36.5,95.7,7
83,36.4,98.3,0
69,37,95.9,10.9
84,36.6,99.6,3.91E-14
85,36.3,97.6,0
92,36.6,95.8,10
93,36,96.8,0
84,37.2,92.1,27
87,36.1,99.8,0
64,36.6,98.5,0
83,36.9,98.3,8.3
56,36.8,98.7,0
62,36.5,91.4,7.8
80,36.4,86.4,21.2
61,36.4,98.6,0
71,37,98.9,5.5
65,36.5,95.2,1.1
72,36.5,98,0
88,36.1,97.9,0
83,36.5,95.1,6.7
91,36.6,97.2,6.9
70,37.2,99.5,8
78,36.7,96.1,7.2
86,36.8,97.5,8.8
81,37,97.6,11.1
81,36.7,95.7,8.9
77,36.7,96.4,6.3
84,36,91.6,4
87,36.9,99.2,7.7
85,36.6,95.3,8.9
85,36.7,96.5,8.5
86,36.5,95.8,6.2
86,36.5,99.4,0
84,36.7,96.9,7.4
91,36.9,95.1,17.1
87,36.5,95.9,6.3
83,36.4,95.3,4.3
62,36.5,95.3,5.66E-15
69,36.8,95.1,8.5
78,34.7,95.9,0
90,36.7,97,9
93,36.4,99.6,0
80,36.7,95.5,9
89,36.6,97.9,4.9
83,36.1,97.8,0
91,36.8,95.7,13.9
79,36.3,98.8,0
81,36.7,88,24.3
74,36.7,90.3,17.6
72,36.4,97.8,0
88,36.3,97.4,0
78,37,93.8,17.8
76,36.4,97.1,0
65,36.2,97.9,0
69,36.4,98.7,0
88,36.3,98.2,0
79,37.2,95.6,18.5
90,36.1,99.6,0
81,36.6,98.6,1.1
80,36.5,95,6
78,37,95.7,14
80,36.1,99.1,0
90,36.1,96.3,0
81,36.1,99.7,0
57,37.3,95.1,14.9
55,36.4,98.4,0
78,36.3,97.1,0
84,36.9,98.7,7.8
88,36.6,96.2,8
64,36.6,95.1,3
86,36.7,99.6,2.6
77,36.6,99.1,0
78,36,98.8,0
79,36.4,98.4,0
79,36.8,97.1,7.5
80,36,97.8,0
90,36.1,95.7,0
94,36.7,93.1,18
77,36.5,97.2,0.7
61,36.3,96.2,0
51,36.5,95.7,0
67,36.2,98.6,0
70,36.1,95.3,0
66,36.4,96,0
53,36.6,97.3,0
55,36,96.8,0
56,37,95.5,7.8
47,36.3,96.9,0
49,36.6,98.5,0
53,36.5,95.4,0
64,37,97.5,6.2
83,36,97,0
84,36.2,91.7,7.8
77,36.4,97.5,0
57,34.3,95.6,0
60,37,97.3,5.4
56,36.7,94.2,4.4
47,36.5,96.7,0
63,36.5,96.1,0
82,36.8,97.9,6.8
132,36.8,95.4,26.8
133,36.9,98.9,22.1
104,36.6,91.2,22.8
87,36.8,99.7,4.7
83,36.2,99,0
81,36.8,97.2,7.9
193,36.5,96.5,36.9
78,36.7,97.6,4.2
89,36,95.6,0
98,36.2,97.3,0.8
112,36.9,99.1,15.4
89,37,99.1,10.5
83,36.4,90.4,14.1
74,36.4,97.4,0
84,36.9,96.8,11.6
91,36.6,96.8,7.7
59,36.6,96.2,0
75,38.9,96.1,50.3
80,36.5,96.4,3.2
81,36.5,97.1,2.1
77,36.1,96.5,0
91,36.3,99.5,0
93,36.2,96.6,0.7
94,36.9,95.7,16.8
80,36.3,96.9,0
90,36.3,99.2,0
83,36.1,95.6,0
92,36.7,100,3.6
84,36.4,94,7.2
81,36.3,99,0
90,36.7,100,3
82,36.5,99.4,0
81,36,95.6,0
81,36.6,98.8,0.7
91,36.2,99.3,0
93,37,95.2,19.5
94,36,95.7,0
77,36.4,90.1,12.9
78,36.7,100,0
76,36.5,93,8.8
75,36.2,95.7,0
81,36.7,95.3,9.7
79,36.7,97,5.7
73,36.1,99.2,0
77,36.4,97.7,0
73,36,98.5,0
79,36.4,96.9,0
83,36.9,98.6,7.7
69,37.1,98.1,8.5
78,36.2,95.3,0
73,36.2,96.6,0
66,36.5,99.3,0
77,36.8,96.9,7.3
56,36.7,99.9,0
72,37.1,95.9,13.8
50,36.4,95.1,0
60,36.6,99.3,0
85,36.5,99,0
80,36.6,96.4,5.2
78,36.7,95.8,7.8
85,37,95.2,17.1
81,36.4,97,0.3
74,36.8,98,4.2
78,36.1,97.1,0
73,36.2,97,0
87,36.2,96.2,0
92,36.1,95.8,3.38E-14
82,36.4,95.7,3.2
74,37,92.8,18.6
89,36.6,96.3,8.1
90,36.5,98.7,1.6
79,36.5,98.5,0
77,36.7,97,5.1
67,36.7,99.4,0
87,36.3,95.7,2.7
55,36.8,98.4,0
78,36.8,95.2,11
97,36.1,96.6,0
95,36.5,96.6,7.3
94,36.3,98.3,0
78,36.1,95.3,0
76,36.5,99.2,0
84,36.4,98.2,0
82,36.5,95.9,4.8
88,36.9,97.8,10.8
92,36.4,97.3,3
84,36.6,93.2,12.8
91,36.1,99.2,0
87,36.2,98.7,0
85,36.7,96.2,9.1
80,36.8,99.2,3.6
61,37.4,98,12.3
80,36.5,95.3,5.4
81,36.4,95.8,2.7
81,36.9,96.4,11.5
91,36.3,96,3.3
84,36.5,99.3,0
85,37,97.8,11.9
78,36.5,97,1.4
84,36.4,98.1,0
85,36.7,92.9,15.7
92,36.5,97.7,4.2
60,36.6,99.8,0
78,35.9,95.3,0
76,36.2,98.8,0
83,36.9,95.2,14.5
81,36.3,97.4,0
77,36.9,98.8,5.5
56,36.8,99.6,0
74,36.3,97.9,0
79,36.1,99.9,0
90,36.6,95.5,10
93,36.6,99,3.9
100,36.4,98,4
90,36.1,96.5,0
81,36.3,99.7,0
93,36.3,98.7,0
93,36.6,99.6,2.7
94,36.5,99.4,1.4
81,37.1,99.2,9.9
90,37,95.6,17.8
94,34.9,98.8,0
84,36.6,96.4,6.4
82,35.9,99.6,0
78,36.3,96.3,0
80,36.6,99.8,0
90,35.9,96.9,0
83,38.4,97.5,39.9
79,36.2,99.4,0
88,36.7,97.3,7.8
81,36.2,99.5,0
80,36.9,93,18
79,36.3,97.2,0
78,36.7,97.4,4.6
85,36.3,97.4,0
68,36.2,95.9,0
78,36.5,95.6,4.2
80,36.4,96.7,0.6
81,36.2,96.3,0
81,36.4,96.5,1.3
91,36.5,97.8,3.7
94,36.7,95.1,14
